orderNumber,orderLineNumber,productLine,productCode,productName,productScale,buyPrice,MSRP,quantityOrdered,priceEach
10262,16,"Vintage Cars",S24_3816,"1940 Ford Delivery Sedan",1:24,48.64,83.86,49,82.18
10262,8,Planes,S24_3949,"Corsair F4U ( Bird Cage)",1:24,29.34,68.24,48,58.69
10262,2,"Vintage Cars",S32_4289,"1928 Ford Phaeton Deluxe",1:32,33.02,68.79,40,63.97
10262,3,"Vintage Cars",S50_1341,"1930 Buick Marquette Phaeton",1:50,27.06,43.64,49,35.78
10262,4,Planes,S700_1691,"American Airlines: B767-300",1:700,51.15,91.34,40,87.69
10262,13,Ships,S700_2047,"HMS Bounty",1:700,39.83,90.52,44,83.28
10262,6,Planes,S700_2466,"America West Airlines B757-200",1:700,68.80,99.72,33,81.77
10263,2,Motorcycles,S10_1678,"1969 Harley Davidson Ultimate Chopper",1:10,48.81,95.70,34,89.00
10263,5,Motorcycles,S10_2016,"1996 Moto Guzzi 1100i",1:10,68.99,118.94,40,107.05
10263,4,Motorcycles,S10_4698,"2003 Harley-Davidson Eagle Drag Bike",1:10,91.02,193.66,41,193.66
10263,1,Motorcycles,S12_2823,"2002 Suzuki XREO",1:12,66.27,150.62,48,123.51
10263,10,Planes,S18_2581,"P-51-D Mustang",1:72,49.00,84.48,33,67.58
10263,6,Motorcycles,S18_2625,"1936 Harley Davidson El Knucklehead",1:18,24.23,60.57,34,50.27
10263,3,Motorcycles,S24_1578,"1997 BMW R 1100 S",1:24,60.86,112.70,42,109.32
10263,7,Motorcycles,S24_2000,"1960 BSA Gold Star DBD34",1:24,37.32,76.17,37,67.03
10263,11,Planes,S24_4278,"1900s Vintage Tri-Plane",1:24,36.23,72.45,24,59.41
10263,8,Motorcycles,S32_1374,"1997 BMW F650 ST",1:32,66.92,99.89,31,93.90
10263,9,Planes,S700_2834,"ATA: B757-300",1:700,59.33,118.65,47,117.46
10264,3,Motorcycles,S18_3782,"1957 Vespa GS150",1:18,32.95,62.17,48,58.44
10264,2,"Classic Cars",S18_4721,"1957 Corvette Convertible",1:18,69.93,148.80,20,124.99
10264,6,Motorcycles,S24_2360,"1982 Ducati 900 Monster",1:24,47.10,69.26,37,61.64
10264,1,"Classic Cars",S24_4620,"1961 Chevrolet Impala",1:18,32.33,80.84,47,75.18
10264,4,Motorcycles,S32_2206,"1982 Ducati 996 R",1:32,24.14,40.23,20,39.02
10264,7,Motorcycles,S32_4485,"1974 Ducati 350 Mk3 Desmo",1:32,56.13,102.05,34,100.01
10264,5,Motorcycles,S50_4713,"2002 Yamaha YZR M1",1:50,34.17,81.36,47,67.53
10265,2,"Classic Cars",S18_3278,"1969 Dodge Super Bee",1:18,49.05,80.41,45,74.78
10265,1,"Classic Cars",S18_3482,"1976 Ford Gran Torino",1:18,73.49,146.99,49,123.47
10266,14,"Classic Cars",S12_1099,"1968 Ford Mustang",1:12,95.34,194.57,44,188.73
10266,12,"Classic Cars",S12_3380,"1968 Dodge Charger",1:12,75.16,117.44,22,110.39
10266,15,"Classic Cars",S12_3990,"1970 Plymouth Hemi Cuda",1:12,31.92,79.80,35,67.83
10266,11,"Classic Cars",S12_4675,"1969 Dodge Charger",1:12,58.73,115.16,40,112.86
10266,6,"Classic Cars",S18_1129,"1993 Mazda RX-7",1:18,83.51,141.54,21,131.63
10266,2,"Classic Cars",S18_1589,"1965 Aston Martin DB5",1:18,65.96,124.44,36,99.55
10266,10,"Classic Cars",S18_1889,"1948 Porsche 356-A Roadster",1:18,53.90,77.00,33,77.00
10266,5,"Classic Cars",S18_1984,"1995 Honda Civic",1:18,93.89,142.25,49,139.41
10266,3,"Classic Cars",S18_2870,"1999 Indy 500 Monte Carlo SS",1:18,56.76,132.00,20,113.52
10266,7,"Classic Cars",S18_3232,"1992 Ferrari 360 Spider red",1:18,77.90,169.34,29,137.17
10266,4,"Classic Cars",S18_3685,"1948 Porsche Type 356 Roadster",1:18,62.16,141.28,33,127.15
10266,1,"Classic Cars",S24_1628,"1966 Shelby Cobra 427 S/C",1:24,29.18,50.31,28,40.25
10266,8,"Classic Cars",S24_2972,"1982 Lamborghini Diablo",1:24,16.24,37.76,34,35.12
10266,13,"Classic Cars",S24_3371,"1971 Alpine Renault 1600s",1:24,38.58,61.23,47,56.33
10266,9,"Classic Cars",S24_3856,"1956 Porsche 356A Coupe",1:18,98.30,140.43,24,119.37
10267,1,"Classic Cars",S18_4933,"1957 Ford Thunderbird",1:18,34.21,71.27,36,71.27
10267,5,"Classic Cars",S24_1046,"1970 Chevy Chevelle SS 454",1:24,49.24,73.49,40,72.02
10267,3,"Classic Cars",S24_2766,"1949 Jaguar XK 120",1:24,47.25,90.87,38,76.33
10267,2,"Classic Cars",S24_2887,"1952 Citroen-15CV",1:24,72.82,117.44,43,93.95
10267,4,"Classic Cars",S24_3191,"1969 Chevrolet Camaro Z28",1:24,50.51,85.61,44,83.90
10267,6,"Classic Cars",S24_3432,"2002 Chevy Corvette",1:24,62.11,107.08,43,98.51
10268,3,"Vintage Cars",S18_1342,"1937 Lincoln Berline",1:18,60.62,102.74,49,93.49
10268,2,"Vintage Cars",S18_1367,"1936 Mercedes-Benz 500K Special Roadster",1:18,24.26,53.91,26,45.82
10268,10,"Vintage Cars",S18_1749,"1917 Grand Touring Sedan",1:18,86.70,170.00,34,164.90
10268,9,"Vintage Cars",S18_2248,"1911 Ford Town Car",1:18,33.30,60.54,31,60.54
10268,7,"Vintage Cars",S18_2325,"1932 Model A Ford J-Coupe",1:18,58.48,127.13,50,124.59
10268,4,"Vintage Cars",S18_2795,"1928 Mercedes-Benz SSK",1:18,72.56,168.75,35,148.50
10268,1,"Vintage Cars",S18_3320,"1917 Maxwell Touring Car",1:18,57.54,99.21,39,96.23
10268,11,"Vintage Cars",S18_4409,"1932 Alfa Romeo 8C2300 Spider Sport",1:18,43.26,92.03,35,84.67
10268,6,"Vintage Cars",S24_1937,"1939 Chevrolet Deluxe Coupe",1:24,22.57,33.19,33,31.86
10268,5,"Vintage Cars",S24_2022,"1938 Cadillac V-16 Presidential Limousine",1:24,20.61,44.80,40,36.29
10268,8,"Vintage Cars",S24_3969,"1936 Mercedes Benz 500k Roadster",1:24,21.75,41.03,30,37.75
10269,1,"Vintage Cars",S18_2957,"1934 Ford V8 Coupe",1:18,34.35,62.46,32,57.46
10269,2,"Vintage Cars",S24_4258,"1936 Chrysler Airflow",1:24,57.46,97.39,48,95.44
10270,9,"Classic Cars",S10_1949,"1952 Alpine Renault 1300",1:10,98.58,214.30,21,171.44
10270,2,"Classic Cars",S10_4962,"1962 LanciaA Delta 16V",1:10,103.42,147.74,32,124.10
10270,6,"Trucks and Buses",S12_1666,"1958 Setra Bus",1:12,77.90,136.67,28,135.30
10270,8,"Trucks and Buses",S18_1097,"1940 Ford Pickup Truck",1:18,58.33,116.67,43,94.50
10270,10,"Vintage Cars",S18_2949,"1913 Ford Model T Speedster",1:18,60.78,101.31,31,81.05
10270,11,"Vintage Cars",S18_3136,"18th Century Vintage Horse Carriage",1:18,60.74,104.72,38,85.87
10270,3,"Trucks and Buses",S18_4600,"1940s Ford truck",1:18,84.76,121.08,38,107.76
10270,7,"Vintage Cars",S18_4668,"1939 Cadillac Limousine",1:18,23.14,50.31,44,40.25
10270,1,"Trucks and Buses",S32_1268,"1980’s GM Manhattan Express",1:32,53.93,96.31,32,93.42
10270,5,"Trucks and Buses",S32_3522,"1996 Peterbilt 379 Stake Bed with Outrigger",1:32,33.61,64.64,21,52.36
10270,4,"Classic Cars",S700_2824,"1982 Camaro Z28",1:18,46.53,101.15,46,101.15
10271,5,"Trucks and Buses",S12_4473,"1957 Chevy Pickup",1:12,55.70,118.50,31,99.54
10271,4,"Classic Cars",S18_2238,"1998 Chrysler Plymouth Prowler",1:18,101.51,163.73,50,147.36
10271,8,"Trucks and Buses",S18_2319,"1964 Mercedes Tour Bus",1:18,74.86,122.73,50,121.50
10271,11,"Trucks and Buses",S18_2432,"1926 Ford Fire Engine",1:18,24.92,60.77,25,59.55
10271,9,"Classic Cars",S18_3232,"1992 Ferrari 360 Spider red",1:18,77.90,169.34,20,169.34
10271,2,"Classic Cars",S24_1444,"1970 Dodge Coronet",1:24,32.37,57.80,45,49.71
10271,10,"Trucks and Buses",S24_2300,"1962 Volkswagen Microbus",1:24,61.34,127.79,43,122.68
10271,6,"Classic Cars",S24_2840,"1958 Chevy Corvette Limited Edition",1:24,15.91,35.36,38,28.64
10271,1,"Classic Cars",S24_4048,"1992 Porsche Cayenne Turbo Silver",1:24,69.78,118.28,22,110.00
10271,7,"Trucks and Buses",S32_2509,"1954 Greyhound Scenicruiser",1:32,25.98,54.11,35,51.95
10271,3,"Trucks and Buses",S50_1392,"Diamond T620 Semi-Skirted Tanker",1:50,68.29,115.75,34,93.76
10272,2,"Classic Cars",S12_1108,"2001 Ferrari Enzo",1:12,95.59,207.80,35,187.02
10272,3,"Classic Cars",S12_3148,"1969 Corvair Monza",1:18,89.14,151.08,27,123.89
10272,1,"Classic Cars",S12_3891,"1969 Ford Falcon",1:12,83.05,173.02,39,148.80
10272,5,"Classic Cars",S18_4027,"1970 Triumph Spitfire",1:18,91.92,143.62,25,126.39
10272,6,Trains,S32_3207,"1950's Chicago Surface Lines Streetcar",1:32,26.72,62.14,45,56.55
10272,4,Trains,S50_1514,"1962 City of Detroit Streetcar",1:50,37.49,58.58,43,53.89
10273,4,"Classic Cars",S10_4757,"1972 Alfa Romeo GTA",1:10,85.68,136.00,30,136.00
10273,2,Ships,S18_3029,"1999 Yamaha Speed Boat",1:18,51.61,86.02,34,84.30
10273,13,"Vintage Cars",S18_3140,"1903 Ford Model A",1:18,68.30,136.59,40,117.47
10273,15,Trains,S18_3259,"Collectable Wooden Train",1:18,67.56,100.84,47,87.73
10273,1,"Vintage Cars",S18_3856,"1941 Chevrolet Special Deluxe Cabriolet",1:18,64.58,105.87,50,105.87
10273,12,"Vintage Cars",S18_4522,"1904 Buick Runabout",1:18,52.66,87.77,33,72.85
10273,11,Ships,S24_2011,"18th century schooner",1:24,82.34,122.89,22,103.23
10273,6,"Vintage Cars",S24_3151,"1912 Ford Model T Delivery Wagon",1:24,46.91,88.51,27,84.08
10273,3,"Vintage Cars",S24_3816,"1940 Ford Delivery Sedan",1:24,48.64,83.86,48,83.86
10273,7,Ships,S700_1138,"The Schooner Bluenose",1:700,34.00,66.67,21,66.00
10273,14,Ships,S700_1938,"The Mayflower",1:700,43.30,86.61,21,77.95
10273,5,Ships,S700_2610,"The USS Constitution Ship",1:700,33.97,72.28,42,57.82
10273,8,Ships,S700_3505,"The Titanic",1:700,51.09,100.17,40,91.15
10273,9,Ships,S700_3962,"The Queen Mary",1:700,53.63,99.31,26,89.38
10273,10,Ships,S72_3212,"Pont Yacht",1:72,33.30,54.60,37,51.32
10274,4,Planes,S72_1253,"Boeing X-32A JSF",1:72,32.77,49.66,32,49.66
10274,1,Planes,S18_1662,"1980s Black Hawk Helicopter",1:18,77.27,157.69,41,129.31
10274,2,Planes,S24_2841,"1900s Vintage Bi-Plane",1:24,34.25,68.51,40,56.86
10274,3,"Vintage Cars",S24_3420,"1937 Horch 930V Limousine",1:24,26.30,65.75,24,65.09
10274,5,Ships,S700_2047,"HMS Bounty",1:700,39.83,90.52,24,75.13
10275,1,Motorcycles,S10_1678,"1969 Harley Davidson Ultimate Chopper",1:10,48.81,95.70,45,81.35
10275,4,Motorcycles,S10_2016,"1996 Moto Guzzi 1100i",1:10,68.99,118.94,22,115.37
10275,3,Motorcycles,S10_4698,"2003 Harley-Davidson Eagle Drag Bike",1:10,91.02,193.66,36,154.93
10275,9,Planes,S18_2581,"P-51-D Mustang",1:72,49.00,84.48,35,70.12
10275,5,Motorcycles,S18_2625,"1936 Harley Davidson El Knucklehead",1:18,24.23,60.57,37,52.09
10275,2,Motorcycles,S24_1578,"1997 BMW R 1100 S",1:24,60.86,112.70,21,105.94
10275,11,Planes,S24_1785,"1928 British Royal Navy Airplane",1:24,66.74,109.42,25,97.38
10275,6,Motorcycles,S24_2000,"1960 BSA Gold Star DBD34",1:24,37.32,76.17,30,61.70
10275,18,Planes,S24_3949,"Corsair F4U ( Bird Cage)",1:24,29.34,68.24,41,58.00
10275,10,Planes,S24_4278,"1900s Vintage Tri-Plane",1:24,36.23,72.45,27,67.38
10275,7,Motorcycles,S32_1374,"1997 BMW F650 ST",1:32,66.92,99.89,23,89.90
10275,12,"Vintage Cars",S32_4289,"1928 Ford Phaeton Deluxe",1:32,33.02,68.79,28,58.47
10275,13,"Vintage Cars",S50_1341,"1930 Buick Marquette Phaeton",1:50,27.06,43.64,38,40.15
10275,14,Planes,S700_1691,"American Airlines: B767-300",1:700,51.15,91.34,32,85.86
10275,16,Planes,S700_2466,"America West Airlines B757-200",1:700,68.80,99.72,39,82.77
10275,8,Planes,S700_2834,"ATA: B757-300",1:700,59.33,118.65,48,102.04
10275,15,Planes,S700_3167,"F/A 18 Hornet 1/72",1:72,54.40,80.00,43,72.00
10275,17,Planes,S700_4002,"American Airlines: MD-11S",1:700,36.27,74.03,31,59.96
10276,3,"Classic Cars",S12_1099,"1968 Ford Mustang",1:12,95.34,194.57,50,184.84
10276,14,Motorcycles,S12_2823,"2002 Suzuki XREO",1:12,66.27,150.62,43,150.62
10276,1,"Classic Cars",S12_3380,"1968 Dodge Charger",1:12,75.16,117.44,47,104.52
10276,4,"Classic Cars",S12_3990,"1970 Plymouth Hemi Cuda",1:12,31.92,79.80,38,67.83
10276,6,"Classic Cars",S18_3278,"1969 Dodge Super Bee",1:18,49.05,80.41,38,78.00
10276,5,"Classic Cars",S18_3482,"1976 Ford Gran Torino",1:18,73.49,146.99,30,139.64
10276,9,Motorcycles,S18_3782,"1957 Vespa GS150",1:18,32.95,62.17,33,54.71
10276,8,"Classic Cars",S18_4721,"1957 Corvette Convertible",1:18,69.93,148.80,48,120.53
10276,12,Motorcycles,S24_2360,"1982 Ducati 900 Monster",1:24,47.10,69.26,46,61.64
10276,2,"Classic Cars",S24_3371,"1971 Alpine Renault 1600s",1:24,38.58,61.23,20,58.17
10276,7,"Classic Cars",S24_4620,"1961 Chevrolet Impala",1:18,32.33,80.84,48,67.10
10276,10,Motorcycles,S32_2206,"1982 Ducati 996 R",1:32,24.14,40.23,27,35.40
10276,13,Motorcycles,S32_4485,"1974 Ducati 350 Mk3 Desmo",1:32,56.13,102.05,38,94.91
10276,11,Motorcycles,S50_4713,"2002 Yamaha YZR M1",1:50,34.17,81.36,21,67.53
10277,1,"Classic Cars",S12_4675,"1969 Dodge Charger",1:12,58.73,115.16,28,93.28
10278,6,"Classic Cars",S18_1129,"1993 Mazda RX-7",1:18,83.51,141.54,34,114.65
10278,2,"Classic Cars",S18_1589,"1965 Aston Martin DB5",1:18,65.96,124.44,23,107.02
10278,10,"Classic Cars",S18_1889,"1948 Porsche 356-A Roadster",1:18,53.90,77.00,29,73.15
10278,5,"Classic Cars",S18_1984,"1995 Honda Civic",1:18,93.89,142.25,29,118.07
10278,3,"Classic Cars",S18_2870,"1999 Indy 500 Monte Carlo SS",1:18,56.76,132.00,39,117.48
10278,7,"Classic Cars",S18_3232,"1992 Ferrari 360 Spider red",1:18,77.90,169.34,42,167.65
10278,4,"Classic Cars",S18_3685,"1948 Porsche Type 356 Roadster",1:18,62.16,141.28,31,114.44
10278,1,"Classic Cars",S24_1628,"1966 Shelby Cobra 427 S/C",1:24,29.18,50.31,35,48.80
10278,8,"Classic Cars",S24_2972,"1982 Lamborghini Diablo",1:24,16.24,37.76,31,37.38
10278,9,"Classic Cars",S24_3856,"1956 Porsche 356A Coupe",1:18,98.30,140.43,25,136.22
10279,1,"Classic Cars",S18_4933,"1957 Ford Thunderbird",1:18,34.21,71.27,26,68.42
10279,5,"Classic Cars",S24_1046,"1970 Chevy Chevelle SS 454",1:24,49.24,73.49,32,68.35
10279,3,"Classic Cars",S24_2766,"1949 Jaguar XK 120",1:24,47.25,90.87,49,76.33
10279,2,"Classic Cars",S24_2887,"1952 Citroen-15CV",1:24,72.82,117.44,48,106.87
10279,4,"Classic Cars",S24_3191,"1969 Chevrolet Camaro Z28",1:24,50.51,85.61,33,78.76
10279,6,"Classic Cars",S24_3432,"2002 Chevy Corvette",1:24,62.11,107.08,48,95.30
10280,2,"Classic Cars",S10_1949,"1952 Alpine Renault 1300",1:10,98.58,214.30,34,205.73
10280,1,"Trucks and Buses",S18_1097,"1940 Ford Pickup Truck",1:18,58.33,116.67,24,98.00
10280,9,"Vintage Cars",S18_1342,"1937 Lincoln Berline",1:18,60.62,102.74,50,87.33
10280,8,"Vintage Cars",S18_1367,"1936 Mercedes-Benz 500K Special Roadster",1:18,24.26,53.91,27,47.44
10280,16,"Vintage Cars",S18_1749,"1917 Grand Touring Sedan",1:18,86.70,170.00,26,161.50
10280,15,"Vintage Cars",S18_2248,"1911 Ford Town Car",1:18,33.30,60.54,25,53.28
10280,13,"Vintage Cars",S18_2325,"1932 Model A Ford J-Coupe",1:18,58.48,127.13,37,109.33
10280,10,"Vintage Cars",S18_2795,"1928 Mercedes-Benz SSK",1:18,72.56,168.75,22,158.63
10280,3,"Vintage Cars",S18_2949,"1913 Ford Model T Speedster",1:18,60.78,101.31,46,82.06
10280,5,"Vintage Cars",S18_2957,"1934 Ford V8 Coupe",1:18,34.35,62.46,43,54.34
10280,4,"Vintage Cars",S18_3136,"18th Century Vintage Horse Carriage",1:18,60.74,104.72,29,102.63
10280,7,"Vintage Cars",S18_3320,"1917 Maxwell Touring Car",1:18,57.54,99.21,34,99.21
10280,17,"Vintage Cars",S18_4409,"1932 Alfa Romeo 8C2300 Spider Sport",1:18,43.26,92.03,35,77.31
10280,12,"Vintage Cars",S24_1937,"1939 Chevrolet Deluxe Coupe",1:24,22.57,33.19,20,29.87
10280,11,"Vintage Cars",S24_2022,"1938 Cadillac V-16 Presidential Limousine",1:24,20.61,44.80,45,36.29
10280,14,"Vintage Cars",S24_3969,"1936 Mercedes Benz 500k Roadster",1:24,21.75,41.03,33,35.29
10280,6,"Vintage Cars",S24_4258,"1936 Chrysler Airflow",1:24,57.46,97.39,21,79.86
10281,9,"Classic Cars",S10_4962,"1962 LanciaA Delta 16V",1:10,103.42,147.74,44,132.97
10281,13,"Trucks and Buses",S12_1666,"1958 Setra Bus",1:12,77.90,136.67,25,127.10
10281,1,"Trucks and Buses",S12_4473,"1957 Chevy Pickup",1:12,55.70,118.50,41,98.36
10281,4,"Trucks and Buses",S18_2319,"1964 Mercedes Tour Bus",1:18,74.86,122.73,48,114.14
10281,7,"Trucks and Buses",S18_2432,"1926 Ford Fire Engine",1:18,24.92,60.77,29,56.52
10281,5,"Classic Cars",S18_3232,"1992 Ferrari 360 Spider red",1:18,77.90,169.34,25,135.47
10281,10,"Trucks and Buses",S18_4600,"1940s Ford truck",1:18,84.76,121.08,25,96.86
10281,14,"Vintage Cars",S18_4668,"1939 Cadillac Limousine",1:18,23.14,50.31,44,42.76
10281,6,"Trucks and Buses",S24_2300,"1962 Volkswagen Microbus",1:24,61.34,127.79,25,112.46
10281,2,"Classic Cars",S24_2840,"1958 Chevy Corvette Limited Edition",1:24,15.91,35.36,20,33.95
10281,8,"Trucks and Buses",S32_1268,"1980’s GM Manhattan Express",1:32,53.93,96.31,29,80.90
10281,3,"Trucks and Buses",S32_2509,"1954 Greyhound Scenicruiser",1:32,25.98,54.11,31,44.91
10281,12,"Trucks and Buses",S32_3522,"1996 Peterbilt 379 Stake Bed with Outrigger",1:32,33.61,64.64,36,59.47
10281,11,"Classic Cars",S700_2824,"1982 Camaro Z28",1:18,46.53,101.15,27,89.01
10282,5,"Classic Cars",S12_1108,"2001 Ferrari Enzo",1:12,95.59,207.80,41,176.63
10282,6,"Classic Cars",S12_3148,"1969 Corvair Monza",1:18,89.14,151.08,27,142.02
10282,4,"Classic Cars",S12_3891,"1969 Ford Falcon",1:12,83.05,173.02,24,169.56
10282,13,"Classic Cars",S18_2238,"1998 Chrysler Plymouth Prowler",1:18,101.51,163.73,23,147.36
10282,1,"Vintage Cars",S18_3140,"1903 Ford Model A",1:18,68.30,136.59,43,122.93
10282,3,Trains,S18_3259,"Collectable Wooden Train",1:18,67.56,100.84,36,88.74
10282,8,"Classic Cars",S18_4027,"1970 Triumph Spitfire",1:18,91.92,143.62,31,132.13
10282,11,"Classic Cars",S24_1444,"1970 Dodge Coronet",1:24,32.37,57.80,29,49.71
10282,10,"Classic Cars",S24_4048,"1992 Porsche Cayenne Turbo Silver",1:24,69.78,118.28,39,96.99
10282,9,Trains,S32_3207,"1950's Chicago Surface Lines Streetcar",1:32,26.72,62.14,36,51.58
10282,12,"Trucks and Buses",S50_1392,"Diamond T620 Semi-Skirted Tanker",1:50,68.29,115.75,38,114.59
10282,7,Trains,S50_1514,"1962 City of Detroit Streetcar",1:50,37.49,58.58,37,56.24
10282,2,Ships,S700_1938,"The Mayflower",1:700,43.30,86.61,43,77.95
10283,6,"Classic Cars",S10_4757,"1972 Alfa Romeo GTA",1:10,85.68,136.00,25,130.56
10283,4,Ships,S18_3029,"1999 Yamaha Speed Boat",1:18,51.61,86.02,21,78.28
10283,3,"Vintage Cars",S18_3856,"1941 Chevrolet Special Deluxe Cabriolet",1:18,64.58,105.87,46,100.58
10283,14,"Vintage Cars",S18_4522,"1904 Buick Runabout",1:18,52.66,87.77,34,71.97
10283,13,Ships,S24_2011,"18th century schooner",1:24,82.34,122.89,42,99.54
10283,8,"Vintage Cars",S24_3151,"1912 Ford Model T Delivery Wagon",1:24,46.91,88.51,34,80.54
10283,5,"Vintage Cars",S24_3816,"1940 Ford Delivery Sedan",1:24,48.64,83.86,33,77.15
10283,9,Ships,S700_1138,"The Schooner Bluenose",1:700,34.00,66.67,45,62.00
10283,2,Ships,S700_2047,"HMS Bounty",1:700,39.83,90.52,20,74.23
10283,7,Ships,S700_2610,"The USS Constitution Ship",1:700,33.97,72.28,47,68.67
10283,10,Ships,S700_3505,"The Titanic",1:700,51.09,100.17,22,88.15
10283,11,Ships,S700_3962,"The Queen Mary",1:700,53.63,99.31,38,85.41
10283,1,Planes,S72_1253,"Boeing X-32A JSF",1:72,32.77,49.66,43,41.22
10283,12,Ships,S72_3212,"Pont Yacht",1:72,33.30,54.60,33,49.14
10284,7,Planes,S700_3167,"F/A 18 Hornet 1/72",1:72,54.40,80.00,25,68.00
10284,9,Planes,S700_4002,"American Airlines: MD-11S",1:700,36.27,74.03,32,73.29
10284,11,Planes,S18_1662,"1980s Black Hawk Helicopter",1:18,77.27,157.69,45,137.19
10284,1,Planes,S18_2581,"P-51-D Mustang",1:72,49.00,84.48,31,68.43
10284,3,Planes,S24_1785,"1928 British Royal Navy Airplane",1:24,66.74,109.42,22,101.76
10284,12,Planes,S24_2841,"1900s Vintage Bi-Plane",1:24,34.25,68.51,30,65.08
10284,13,"Vintage Cars",S24_3420,"1937 Horch 930V Limousine",1:24,26.30,65.75,39,59.83
10284,10,Planes,S24_3949,"Corsair F4U ( Bird Cage)",1:24,29.34,68.24,21,65.51
10284,2,Planes,S24_4278,"1900s Vintage Tri-Plane",1:24,36.23,72.45,21,66.65
10284,4,"Vintage Cars",S32_4289,"1928 Ford Phaeton Deluxe",1:32,33.02,68.79,50,60.54
10284,5,"Vintage Cars",S50_1341,"1930 Buick Marquette Phaeton",1:50,27.06,43.64,33,35.78
10284,6,Planes,S700_1691,"American Airlines: B767-300",1:700,51.15,91.34,24,87.69
10284,8,Planes,S700_2466,"America West Airlines B757-200",1:700,68.80,99.72,45,95.73
10285,6,Motorcycles,S10_1678,"1969 Harley Davidson Ultimate Chopper",1:10,48.81,95.70,36,95.70
10285,9,Motorcycles,S10_2016,"1996 Moto Guzzi 1100i",1:10,68.99,118.94,47,110.61
10285,8,Motorcycles,S10_4698,"2003 Harley-Davidson Eagle Drag Bike",1:10,91.02,193.66,27,166.55
10285,5,Motorcycles,S12_2823,"2002 Suzuki XREO",1:12,66.27,150.62,49,131.04
10285,10,Motorcycles,S18_2625,"1936 Harley Davidson El Knucklehead",1:18,24.23,60.57,20,50.88
10285,7,Motorcycles,S24_1578,"1997 BMW R 1100 S",1:24,60.86,112.70,34,91.29
10285,11,Motorcycles,S24_2000,"1960 BSA Gold Star DBD34",1:24,37.32,76.17,39,61.70
10285,3,Motorcycles,S24_2360,"1982 Ducati 900 Monster",1:24,47.10,69.26,38,64.41
10285,12,Motorcycles,S32_1374,"1997 BMW F650 ST",1:32,66.92,99.89,37,82.91
10285,1,Motorcycles,S32_2206,"1982 Ducati 996 R",1:32,24.14,40.23,37,36.61
10285,4,Motorcycles,S32_4485,"1974 Ducati 350 Mk3 Desmo",1:32,56.13,102.05,26,100.01
10285,2,Motorcycles,S50_4713,"2002 Yamaha YZR M1",1:50,34.17,81.36,39,76.48
10285,13,Planes,S700_2834,"ATA: B757-300",1:700,59.33,118.65,45,102.04
10286,1,Motorcycles,S18_3782,"1957 Vespa GS150",1:18,32.95,62.17,38,51.60
10287,12,"Classic Cars",S12_1099,"1968 Ford Mustang",1:12,95.34,194.57,21,190.68
10287,10,"Classic Cars",S12_3380,"1968 Dodge Charger",1:12,75.16,117.44,45,117.44
10287,13,"Classic Cars",S12_3990,"1970 Plymouth Hemi Cuda",1:12,31.92,79.80,41,74.21
10287,9,"Classic Cars",S12_4675,"1969 Dodge Charger",1:12,58.73,115.16,23,107.10
10287,4,"Classic Cars",S18_1129,"1993 Mazda RX-7",1:18,83.51,141.54,41,113.23
10287,8,"Classic Cars",S18_1889,"1948 Porsche 356-A Roadster",1:18,53.90,77.00,44,61.60
10287,3,"Classic Cars",S18_1984,"1995 Honda Civic",1:18,93.89,142.25,24,123.76
10287,1,"Classic Cars",S18_2870,"1999 Indy 500 Monte Carlo SS",1:18,56.76,132.00,44,114.84
10287,5,"Classic Cars",S18_3232,"1992 Ferrari 360 Spider red",1:18,77.90,169.34,36,137.17
10287,15,"Classic Cars",S18_3278,"1969 Dodge Super Bee",1:18,49.05,80.41,43,68.35
10287,14,"Classic Cars",S18_3482,"1976 Ford Gran Torino",1:18,73.49,146.99,40,127.88
10287,2,"Classic Cars",S18_3685,"1948 Porsche Type 356 Roadster",1:18,62.16,141.28,27,139.87
10287,17,"Classic Cars",S18_4721,"1957 Corvette Convertible",1:18,69.93,148.80,34,119.04
10287,6,"Classic Cars",S24_2972,"1982 Lamborghini Diablo",1:24,16.24,37.76,36,31.34
10287,11,"Classic Cars",S24_3371,"1971 Alpine Renault 1600s",1:24,38.58,61.23,20,58.17
10287,7,"Classic Cars",S24_3856,"1956 Porsche 356A Coupe",1:18,98.30,140.43,36,137.62
10287,16,"Classic Cars",S24_4620,"1961 Chevrolet Impala",1:18,32.33,80.84,40,79.22
10288,14,"Classic Cars",S18_1589,"1965 Aston Martin DB5",1:18,65.96,124.44,20,120.71
10288,5,"Vintage Cars",S18_1749,"1917 Grand Touring Sedan",1:18,86.70,170.00,32,168.30
10288,4,"Vintage Cars",S18_2248,"1911 Ford Town Car",1:18,33.30,60.54,28,50.25
10288,2,"Vintage Cars",S18_2325,"1932 Model A Ford J-Coupe",1:18,58.48,127.13,31,102.98
10288,6,"Vintage Cars",S18_4409,"1932 Alfa Romeo 8C2300 Spider Sport",1:18,43.26,92.03,35,90.19
10288,7,"Classic Cars",S18_4933,"1957 Ford Thunderbird",1:18,34.21,71.27,23,57.02
10288,11,"Classic Cars",S24_1046,"1970 Chevy Chevelle SS 454",1:24,49.24,73.49,36,66.88
10288,13,"Classic Cars",S24_1628,"1966 Shelby Cobra 427 S/C",1:24,29.18,50.31,50,49.30
10288,1,"Vintage Cars",S24_1937,"1939 Chevrolet Deluxe Coupe",1:24,22.57,33.19,29,32.19
