orderNumber,orderLineNumber,productLine,productCode,productName,productScale,buyPrice,MSRP,quantityOrdered,priceEach,orderDate,requiredDate,shippedDate,OrderStatus,daysEarly
10236,3,Motorcycles,S24_2000,"1960 BSA Gold Star DBD34",1:24,37.32,76.17,36,65.51,2004-04-03,2004-04-11,2004-04-08,Shipped,3
10237,7,Motorcycles,S10_1678,"1969 Harley Davidson Ultimate Chopper",1:10,48.81,95.70,23,91.87,2004-04-05,2004-04-12,2004-04-10,Shipped,2
10237,9,Motorcycles,S10_4698,"2003 Harley-Davidson Eagle Drag Bike",1:10,91.02,193.66,39,158.80,2004-04-05,2004-04-12,2004-04-10,Shipped,2
10237,6,Motorcycles,S12_2823,"2002 Suzuki XREO",1:12,66.27,150.62,32,129.53,2004-04-05,2004-04-12,2004-04-10,Shipped,2
10237,1,Motorcycles,S18_3782,"1957 Vespa GS150",1:18,32.95,62.17,26,49.74,2004-04-05,2004-04-12,2004-04-10,Shipped,2
10237,8,Motorcycles,S24_1578,"1997 BMW R 1100 S",1:24,60.86,112.70,20,109.32,2004-04-05,2004-04-12,2004-04-10,Shipped,2
10237,4,Motorcycles,S24_2360,"1982 Ducati 900 Monster",1:24,47.10,69.26,26,62.33,2004-04-05,2004-04-12,2004-04-10,Shipped,2
10237,2,Motorcycles,S32_2206,"1982 Ducati 996 R",1:32,24.14,40.23,26,35.00,2004-04-05,2004-04-12,2004-04-10,Shipped,2
10237,5,Motorcycles,S32_4485,"1974 Ducati 350 Mk3 Desmo",1:32,56.13,102.05,27,94.91,2004-04-05,2004-04-12,2004-04-10,Shipped,2
10237,3,Motorcycles,S50_4713,"2002 Yamaha YZR M1",1:50,34.17,81.36,20,78.92,2004-04-05,2004-04-12,2004-04-10,Shipped,2
10238,3,"Classic Cars",S12_1099,"1968 Ford Mustang",1:12,95.34,194.57,28,161.49,2004-04-09,2004-04-16,2004-04-10,Shipped,6
10238,1,"Classic Cars",S12_3380,"1968 Dodge Charger",1:12,75.16,117.44,29,104.52,2004-04-09,2004-04-16,2004-04-10,Shipped,6
10238,4,"Classic Cars",S12_3990,"1970 Plymouth Hemi Cuda",1:12,31.92,79.80,20,73.42,2004-04-09,2004-04-16,2004-04-10,Shipped,6
10238,6,"Classic Cars",S18_3278,"1969 Dodge Super Bee",1:18,49.05,80.41,41,68.35,2004-04-09,2004-04-16,2004-04-10,Shipped,6
10238,5,"Classic Cars",S18_3482,"1976 Ford Gran Torino",1:18,73.49,146.99,49,144.05,2004-04-09,2004-04-16,2004-04-10,Shipped,6
10238,8,"Classic Cars",S18_4721,"1957 Corvette Convertible",1:18,69.93,148.80,44,120.53,2004-04-09,2004-04-16,2004-04-10,Shipped,6
10238,2,"Classic Cars",S24_3371,"1971 Alpine Renault 1600s",1:24,38.58,61.23,47,53.88,2004-04-09,2004-04-16,2004-04-10,Shipped,6
10238,7,"Classic Cars",S24_4620,"1961 Chevrolet Impala",1:18,32.33,80.84,22,67.91,2004-04-09,2004-04-16,2004-04-10,Shipped,6
10239,5,"Classic Cars",S12_4675,"1969 Dodge Charger",1:12,58.73,115.16,21,100.19,2004-04-12,2004-04-21,2004-04-17,Shipped,4
10239,4,"Classic Cars",S18_1889,"1948 Porsche 356-A Roadster",1:18,53.90,77.00,46,70.07,2004-04-12,2004-04-21,2004-04-17,Shipped,4
10239,1,"Classic Cars",S18_3232,"1992 Ferrari 360 Spider red",1:18,77.90,169.34,47,135.47,2004-04-12,2004-04-21,2004-04-17,Shipped,4
10239,2,"Classic Cars",S24_2972,"1982 Lamborghini Diablo",1:24,16.24,37.76,20,32.47,2004-04-12,2004-04-21,2004-04-17,Shipped,4
10239,3,"Classic Cars",S24_3856,"1956 Porsche 356A Coupe",1:18,98.30,140.43,29,133.41,2004-04-12,2004-04-21,2004-04-17,Shipped,4
10240,3,"Classic Cars",S18_1129,"1993 Mazda RX-7",1:18,83.51,141.54,41,125.97,2004-04-13,2004-04-20,2004-04-20,Shipped,0
10240,2,"Classic Cars",S18_1984,"1995 Honda Civic",1:18,93.89,142.25,37,136.56,2004-04-13,2004-04-20,2004-04-20,Shipped,0
10240,1,"Classic Cars",S18_3685,"1948 Porsche Type 356 Roadster",1:18,62.16,141.28,37,134.22,2004-04-13,2004-04-20,2004-04-20,Shipped,0
10241,11,"Classic Cars",S18_1589,"1965 Aston Martin DB5",1:18,65.96,124.44,21,119.46,2004-04-13,2004-04-20,2004-04-19,Shipped,1
10241,2,"Vintage Cars",S18_1749,"1917 Grand Touring Sedan",1:18,86.70,170.00,41,153.00,2004-04-13,2004-04-20,2004-04-19,Shipped,1
10241,1,"Vintage Cars",S18_2248,"1911 Ford Town Car",1:18,33.30,60.54,33,55.70,2004-04-13,2004-04-20,2004-04-19,Shipped,1
10241,12,"Classic Cars",S18_2870,"1999 Indy 500 Monte Carlo SS",1:18,56.76,132.00,44,126.72,2004-04-13,2004-04-20,2004-04-19,Shipped,1
10241,3,"Vintage Cars",S18_4409,"1932 Alfa Romeo 8C2300 Spider Sport",1:18,43.26,92.03,42,77.31,2004-04-13,2004-04-20,2004-04-19,Shipped,1
10241,4,"Classic Cars",S18_4933,"1957 Ford Thunderbird",1:18,34.21,71.27,30,62.72,2004-04-13,2004-04-20,2004-04-19,Shipped,1
10241,8,"Classic Cars",S24_1046,"1970 Chevy Chevelle SS 454",1:24,49.24,73.49,22,72.02,2004-04-13,2004-04-20,2004-04-19,Shipped,1
10241,10,"Classic Cars",S24_1628,"1966 Shelby Cobra 427 S/C",1:24,29.18,50.31,21,47.29,2004-04-13,2004-04-20,2004-04-19,Shipped,1
10241,6,"Classic Cars",S24_2766,"1949 Jaguar XK 120",1:24,47.25,90.87,47,89.05,2004-04-13,2004-04-20,2004-04-19,Shipped,1
10241,5,"Classic Cars",S24_2887,"1952 Citroen-15CV",1:24,72.82,117.44,28,117.44,2004-04-13,2004-04-20,2004-04-19,Shipped,1
10241,7,"Classic Cars",S24_3191,"1969 Chevrolet Camaro Z28",1:24,50.51,85.61,26,69.34,2004-04-13,2004-04-20,2004-04-19,Shipped,1
10241,9,"Classic Cars",S24_3432,"2002 Chevy Corvette",1:24,62.11,107.08,27,107.08,2004-04-13,2004-04-20,2004-04-19,Shipped,1
10242,1,"Vintage Cars",S24_3969,"1936 Mercedes Benz 500k Roadster",1:24,21.75,41.03,46,36.52,2004-04-20,2004-04-28,2004-04-25,Shipped,3
10243,2,"Vintage Cars",S18_2325,"1932 Model A Ford J-Coupe",1:18,58.48,127.13,47,111.87,2004-04-26,2004-05-03,2004-04-28,Shipped,75
10243,1,"Vintage Cars",S24_1937,"1939 Chevrolet Deluxe Coupe",1:24,22.57,33.19,33,30.87,2004-04-26,2004-05-03,2004-04-28,Shipped,75
10244,7,"Vintage Cars",S18_1342,"1937 Lincoln Berline",1:18,60.62,102.74,40,99.66,2004-04-29,2004-05-09,2004-05-04,Shipped,5
10244,6,"Vintage Cars",S18_1367,"1936 Mercedes-Benz 500K Special Roadster",1:18,24.26,53.91,20,48.52,2004-04-29,2004-05-09,2004-05-04,Shipped,5
10244,8,"Vintage Cars",S18_2795,"1928 Mercedes-Benz SSK",1:18,72.56,168.75,43,141.75,2004-04-29,2004-05-09,2004-05-04,Shipped,5
10244,1,"Vintage Cars",S18_2949,"1913 Ford Model T Speedster",1:18,60.78,101.31,30,87.13,2004-04-29,2004-05-09,2004-05-04,Shipped,5
10244,3,"Vintage Cars",S18_2957,"1934 Ford V8 Coupe",1:18,34.35,62.46,24,54.96,2004-04-29,2004-05-09,2004-05-04,Shipped,5
10244,2,"Vintage Cars",S18_3136,"18th Century Vintage Horse Carriage",1:18,60.74,104.72,29,85.87,2004-04-29,2004-05-09,2004-05-04,Shipped,5
10244,5,"Vintage Cars",S18_3320,"1917 Maxwell Touring Car",1:18,57.54,99.21,36,87.30,2004-04-29,2004-05-09,2004-05-04,Shipped,5
10244,9,"Vintage Cars",S24_2022,"1938 Cadillac V-16 Presidential Limousine",1:24,20.61,44.80,39,42.11,2004-04-29,2004-05-09,2004-05-04,Shipped,5
10244,4,"Vintage Cars",S24_4258,"1936 Chrysler Airflow",1:24,57.46,97.39,40,97.39,2004-04-29,2004-05-09,2004-05-04,Shipped,5
10245,9,"Classic Cars",S10_1949,"1952 Alpine Renault 1300",1:10,98.58,214.30,34,195.01,2004-05-04,2004-05-12,2004-05-09,Shipped,3
10245,2,"Classic Cars",S10_4962,"1962 LanciaA Delta 16V",1:10,103.42,147.74,28,147.74,2004-05-04,2004-05-12,2004-05-09,Shipped,3
10245,6,"Trucks and Buses",S12_1666,"1958 Setra Bus",1:12,77.90,136.67,38,120.27,2004-05-04,2004-05-12,2004-05-09,Shipped,3
10245,8,"Trucks and Buses",S18_1097,"1940 Ford Pickup Truck",1:18,58.33,116.67,29,114.34,2004-05-04,2004-05-12,2004-05-09,Shipped,3
10245,3,"Trucks and Buses",S18_4600,"1940s Ford truck",1:18,84.76,121.08,21,111.39,2004-05-04,2004-05-12,2004-05-09,Shipped,3
10245,7,"Vintage Cars",S18_4668,"1939 Cadillac Limousine",1:18,23.14,50.31,45,48.80,2004-05-04,2004-05-12,2004-05-09,Shipped,3
10245,1,"Trucks and Buses",S32_1268,"1980’s GM Manhattan Express",1:32,53.93,96.31,37,81.86,2004-05-04,2004-05-12,2004-05-09,Shipped,3
10245,5,"Trucks and Buses",S32_3522,"1996 Peterbilt 379 Stake Bed with Outrigger",1:32,33.61,64.64,44,54.94,2004-05-04,2004-05-12,2004-05-09,Shipped,3
10245,4,"Classic Cars",S700_2824,"1982 Camaro Z28",1:18,46.53,101.15,44,81.93,2004-05-04,2004-05-12,2004-05-09,Shipped,3
10246,5,"Trucks and Buses",S12_4473,"1957 Chevy Pickup",1:12,55.70,118.50,46,99.54,2004-05-05,2004-05-13,2004-05-06,Shipped,7
10246,4,"Classic Cars",S18_2238,"1998 Chrysler Plymouth Prowler",1:18,101.51,163.73,40,144.08,2004-05-05,2004-05-13,2004-05-06,Shipped,7
10246,8,"Trucks and Buses",S18_2319,"1964 Mercedes Tour Bus",1:18,74.86,122.73,22,100.64,2004-05-05,2004-05-13,2004-05-06,Shipped,7
10246,11,"Trucks and Buses",S18_2432,"1926 Ford Fire Engine",1:18,24.92,60.77,30,57.73,2004-05-05,2004-05-13,2004-05-06,Shipped,7
10246,9,"Classic Cars",S18_3232,"1992 Ferrari 360 Spider red",1:18,77.90,169.34,36,145.63,2004-05-05,2004-05-13,2004-05-06,Shipped,7
10246,2,"Classic Cars",S24_1444,"1970 Dodge Coronet",1:24,32.37,57.80,44,46.24,2004-05-05,2004-05-13,2004-05-06,Shipped,7
10246,10,"Trucks and Buses",S24_2300,"1962 Volkswagen Microbus",1:24,61.34,127.79,29,118.84,2004-05-05,2004-05-13,2004-05-06,Shipped,7
10246,6,"Classic Cars",S24_2840,"1958 Chevy Corvette Limited Edition",1:24,15.91,35.36,49,34.65,2004-05-05,2004-05-13,2004-05-06,Shipped,7
10246,1,"Classic Cars",S24_4048,"1992 Porsche Cayenne Turbo Silver",1:24,69.78,118.28,46,100.54,2004-05-05,2004-05-13,2004-05-06,Shipped,7
10246,7,"Trucks and Buses",S32_2509,"1954 Greyhound Scenicruiser",1:32,25.98,54.11,35,45.45,2004-05-05,2004-05-13,2004-05-06,Shipped,7
10246,3,"Trucks and Buses",S50_1392,"Diamond T620 Semi-Skirted Tanker",1:50,68.29,115.75,22,113.44,2004-05-05,2004-05-13,2004-05-06,Shipped,7
10247,2,"Classic Cars",S12_1108,"2001 Ferrari Enzo",1:12,95.59,207.80,44,195.33,2004-05-05,2004-05-11,2004-05-08,Shipped,3
10247,3,"Classic Cars",S12_3148,"1969 Corvair Monza",1:18,89.14,151.08,25,140.50,2004-05-05,2004-05-11,2004-05-08,Shipped,3
10247,1,"Classic Cars",S12_3891,"1969 Ford Falcon",1:12,83.05,173.02,27,167.83,2004-05-05,2004-05-11,2004-05-08,Shipped,3
10247,5,"Classic Cars",S18_4027,"1970 Triumph Spitfire",1:18,91.92,143.62,48,143.62,2004-05-05,2004-05-11,2004-05-08,Shipped,3
10247,6,Trains,S32_3207,"1950's Chicago Surface Lines Streetcar",1:32,26.72,62.14,40,58.41,2004-05-05,2004-05-11,2004-05-08,Shipped,3
10247,4,Trains,S50_1514,"1962 City of Detroit Streetcar",1:50,37.49,58.58,49,51.55,2004-05-05,2004-05-11,2004-05-08,Shipped,3
10249,5,"Vintage Cars",S18_3856,"1941 Chevrolet Special Deluxe Cabriolet",1:18,64.58,105.87,46,88.93,2004-05-08,2004-05-17,2004-05-11,Shipped,6
10249,1,Planes,S24_2841,"1900s Vintage Bi-Plane",1:24,34.25,68.51,20,54.81,2004-05-08,2004-05-17,2004-05-11,Shipped,6
10249,2,"Vintage Cars",S24_3420,"1937 Horch 930V Limousine",1:24,26.30,65.75,25,65.75,2004-05-08,2004-05-17,2004-05-11,Shipped,6
10249,4,Ships,S700_2047,"HMS Bounty",1:700,39.83,90.52,40,85.99,2004-05-08,2004-05-17,2004-05-11,Shipped,6
10249,3,Planes,S72_1253,"Boeing X-32A JSF",1:72,32.77,49.66,32,49.16,2004-05-08,2004-05-17,2004-05-11,Shipped,6
10250,14,Planes,S18_1662,"1980s Black Hawk Helicopter",1:18,77.27,157.69,45,148.23,2004-05-11,2004-05-19,2004-05-15,Shipped,4
10250,4,Planes,S18_2581,"P-51-D Mustang",1:72,49.00,84.48,27,84.48,2004-05-11,2004-05-19,2004-05-15,Shipped,4
10250,6,Planes,S24_1785,"1928 British Royal Navy Airplane",1:24,66.74,109.42,31,95.20,2004-05-11,2004-05-19,2004-05-15,Shipped,4
10250,1,Motorcycles,S24_2000,"1960 BSA Gold Star DBD34",1:24,37.32,76.17,32,63.22,2004-05-11,2004-05-19,2004-05-15,Shipped,4
10250,13,Planes,S24_3949,"Corsair F4U ( Bird Cage)",1:24,29.34,68.24,40,61.42,2004-05-11,2004-05-19,2004-05-15,Shipped,4
10250,5,Planes,S24_4278,"1900s Vintage Tri-Plane",1:24,36.23,72.45,37,72.45,2004-05-11,2004-05-19,2004-05-15,Shipped,4
10250,2,Motorcycles,S32_1374,"1997 BMW F650 ST",1:32,66.92,99.89,31,99.89,2004-05-11,2004-05-19,2004-05-15,Shipped,4
10250,7,"Vintage Cars",S32_4289,"1928 Ford Phaeton Deluxe",1:32,33.02,68.79,50,62.60,2004-05-11,2004-05-19,2004-05-15,Shipped,4
10250,8,"Vintage Cars",S50_1341,"1930 Buick Marquette Phaeton",1:50,27.06,43.64,36,36.66,2004-05-11,2004-05-19,2004-05-15,Shipped,4
10250,9,Planes,S700_1691,"American Airlines: B767-300",1:700,51.15,91.34,31,91.34,2004-05-11,2004-05-19,2004-05-15,Shipped,4
10250,11,Planes,S700_2466,"America West Airlines B757-200",1:700,68.80,99.72,35,90.75,2004-05-11,2004-05-19,2004-05-15,Shipped,4
10250,3,Planes,S700_2834,"ATA: B757-300",1:700,59.33,118.65,44,98.48,2004-05-11,2004-05-19,2004-05-15,Shipped,4
10250,10,Planes,S700_3167,"F/A 18 Hornet 1/72",1:72,54.40,80.00,44,76.00,2004-05-11,2004-05-19,2004-05-15,Shipped,4
10250,12,Planes,S700_4002,"American Airlines: MD-11S",1:700,36.27,74.03,38,65.89,2004-05-11,2004-05-19,2004-05-15,Shipped,4
10251,2,Motorcycles,S10_1678,"1969 Harley Davidson Ultimate Chopper",1:10,48.81,95.70,59,93.79,2004-05-18,2004-05-24,2004-05-24,Shipped,0
10251,5,Motorcycles,S10_2016,"1996 Moto Guzzi 1100i",1:10,68.99,118.94,44,115.37,2004-05-18,2004-05-24,2004-05-24,Shipped,0
10251,4,Motorcycles,S10_4698,"2003 Harley-Davidson Eagle Drag Bike",1:10,91.02,193.66,43,172.36,2004-05-18,2004-05-24,2004-05-24,Shipped,0
10251,1,Motorcycles,S12_2823,"2002 Suzuki XREO",1:12,66.27,150.62,46,129.53,2004-05-18,2004-05-24,2004-05-24,Shipped,0
10251,6,Motorcycles,S18_2625,"1936 Harley Davidson El Knucklehead",1:18,24.23,60.57,44,58.15,2004-05-18,2004-05-24,2004-05-24,Shipped,0
10251,3,Motorcycles,S24_1578,"1997 BMW R 1100 S",1:24,60.86,112.70,50,91.29,2004-05-18,2004-05-24,2004-05-24,Shipped,0
10252,2,"Classic Cars",S18_3278,"1969 Dodge Super Bee",1:18,49.05,80.41,20,74.78,2004-05-26,2004-06-04,2004-05-29,Shipped,75
10252,1,"Classic Cars",S18_3482,"1976 Ford Gran Torino",1:18,73.49,146.99,41,145.52,2004-05-26,2004-06-04,2004-05-29,Shipped,75
10252,5,Motorcycles,S18_3782,"1957 Vespa GS150",1:18,32.95,62.17,31,50.36,2004-05-26,2004-06-04,2004-05-29,Shipped,75
10252,4,"Classic Cars",S18_4721,"1957 Corvette Convertible",1:18,69.93,148.80,26,127.97,2004-05-26,2004-06-04,2004-05-29,Shipped,75
10252,8,Motorcycles,S24_2360,"1982 Ducati 900 Monster",1:24,47.10,69.26,47,63.03,2004-05-26,2004-06-04,2004-05-29,Shipped,75
10252,3,"Classic Cars",S24_4620,"1961 Chevrolet Impala",1:18,32.33,80.84,38,69.52,2004-05-26,2004-06-04,2004-05-29,Shipped,75
10252,6,Motorcycles,S32_2206,"1982 Ducati 996 R",1:32,24.14,40.23,36,36.21,2004-05-26,2004-06-04,2004-05-29,Shipped,75
10252,9,Motorcycles,S32_4485,"1974 Ducati 350 Mk3 Desmo",1:32,56.13,102.05,25,93.89,2004-05-26,2004-06-04,2004-05-29,Shipped,75
10252,7,Motorcycles,S50_4713,"2002 Yamaha YZR M1",1:50,34.17,81.36,48,72.41,2004-05-26,2004-06-04,2004-05-29,Shipped,75
10254,5,"Vintage Cars",S18_1749,"1917 Grand Touring Sedan",1:18,86.70,170.00,49,137.70,2004-06-03,2004-06-13,2004-06-04,Shipped,9
10254,4,"Vintage Cars",S18_2248,"1911 Ford Town Car",1:18,33.30,60.54,36,55.09,2004-06-03,2004-06-13,2004-06-04,Shipped,9
10254,2,"Vintage Cars",S18_2325,"1932 Model A Ford J-Coupe",1:18,58.48,127.13,41,102.98,2004-06-03,2004-06-13,2004-06-04,Shipped,9
10254,6,"Vintage Cars",S18_4409,"1932 Alfa Romeo 8C2300 Spider Sport",1:18,43.26,92.03,34,80.99,2004-06-03,2004-06-13,2004-06-04,Shipped,9
10254,7,"Classic Cars",S18_4933,"1957 Ford Thunderbird",1:18,34.21,71.27,30,59.87,2004-06-03,2004-06-13,2004-06-04,Shipped,9
10254,11,"Classic Cars",S24_1046,"1970 Chevy Chevelle SS 454",1:24,49.24,73.49,34,66.88,2004-06-03,2004-06-13,2004-06-04,Shipped,9
10254,13,"Classic Cars",S24_1628,"1966 Shelby Cobra 427 S/C",1:24,29.18,50.31,32,43.27,2004-06-03,2004-06-13,2004-06-04,Shipped,9
10254,1,"Vintage Cars",S24_1937,"1939 Chevrolet Deluxe Coupe",1:24,22.57,33.19,38,28.88,2004-06-03,2004-06-13,2004-06-04,Shipped,9
10254,9,"Classic Cars",S24_2766,"1949 Jaguar XK 120",1:24,47.25,90.87,31,85.42,2004-06-03,2004-06-13,2004-06-04,Shipped,9
10254,8,"Classic Cars",S24_2887,"1952 Citroen-15CV",1:24,72.82,117.44,33,111.57,2004-06-03,2004-06-13,2004-06-04,Shipped,9
10254,10,"Classic Cars",S24_3191,"1969 Chevrolet Camaro Z28",1:24,50.51,85.61,42,69.34,2004-06-03,2004-06-13,2004-06-04,Shipped,9
10254,12,"Classic Cars",S24_3432,"2002 Chevy Corvette",1:24,62.11,107.08,49,101.73,2004-06-03,2004-06-13,2004-06-04,Shipped,9
10254,3,"Vintage Cars",S24_3969,"1936 Mercedes Benz 500k Roadster",1:24,21.75,41.03,20,39.80,2004-06-03,2004-06-13,2004-06-04,Shipped,9
10255,1,"Vintage Cars",S18_2795,"1928 Mercedes-Benz SSK",1:18,72.56,168.75,24,135.00,2004-06-04,2004-06-12,2004-06-09,Shipped,3
10255,2,"Vintage Cars",S24_2022,"1938 Cadillac V-16 Presidential Limousine",1:24,20.61,44.80,37,37.63,2004-06-04,2004-06-12,2004-06-09,Shipped,3
10256,2,"Vintage Cars",S18_1342,"1937 Lincoln Berline",1:18,60.62,102.74,34,93.49,2004-06-08,2004-06-16,2004-06-10,Shipped,6
10256,1,"Vintage Cars",S18_1367,"1936 Mercedes-Benz 500K Special Roadster",1:18,24.26,53.91,29,52.83,2004-06-08,2004-06-16,2004-06-10,Shipped,6
10257,1,"Vintage Cars",S18_2949,"1913 Ford Model T Speedster",1:18,60.78,101.31,50,92.19,2004-06-14,2004-06-24,2004-06-15,Shipped,9
10257,3,"Vintage Cars",S18_2957,"1934 Ford V8 Coupe",1:18,34.35,62.46,49,59.34,2004-06-14,2004-06-24,2004-06-15,Shipped,9
10257,2,"Vintage Cars",S18_3136,"18th Century Vintage Horse Carriage",1:18,60.74,104.72,37,83.78,2004-06-14,2004-06-24,2004-06-15,Shipped,9
10257,5,"Vintage Cars",S18_3320,"1917 Maxwell Touring Car",1:18,57.54,99.21,26,91.27,2004-06-14,2004-06-24,2004-06-15,Shipped,9
10257,4,"Vintage Cars",S24_4258,"1936 Chrysler Airflow",1:24,57.46,97.39,46,81.81,2004-06-14,2004-06-24,2004-06-15,Shipped,9
10258,6,"Classic Cars",S10_1949,"1952 Alpine Renault 1300",1:10,98.58,214.30,32,177.87,2004-06-15,2004-06-25,2004-06-23,Shipped,2
10258,3,"Trucks and Buses",S12_1666,"1958 Setra Bus",1:12,77.90,136.67,41,133.94,2004-06-15,2004-06-25,2004-06-23,Shipped,2
10258,5,"Trucks and Buses",S18_1097,"1940 Ford Pickup Truck",1:18,58.33,116.67,41,113.17,2004-06-15,2004-06-25,2004-06-23,Shipped,2
10258,4,"Vintage Cars",S18_4668,"1939 Cadillac Limousine",1:18,23.14,50.31,21,49.81,2004-06-15,2004-06-25,2004-06-23,Shipped,2
10258,2,"Trucks and Buses",S32_3522,"1996 Peterbilt 379 Stake Bed with Outrigger",1:32,33.61,64.64,20,62.70,2004-06-15,2004-06-25,2004-06-23,Shipped,2
10258,1,"Classic Cars",S700_2824,"1982 Camaro Z28",1:18,46.53,101.15,45,86.99,2004-06-15,2004-06-25,2004-06-23,Shipped,2
10259,12,"Classic Cars",S10_4962,"1962 LanciaA Delta 16V",1:10,103.42,147.74,26,121.15,2004-06-15,2004-06-22,2004-06-17,Shipped,5
10259,4,"Trucks and Buses",S12_4473,"1957 Chevy Pickup",1:12,55.70,118.50,46,117.32,2004-06-15,2004-06-22,2004-06-17,Shipped,5
10259,3,"Classic Cars",S18_2238,"1998 Chrysler Plymouth Prowler",1:18,101.51,163.73,30,134.26,2004-06-15,2004-06-22,2004-06-17,Shipped,5
10259,7,"Trucks and Buses",S18_2319,"1964 Mercedes Tour Bus",1:18,74.86,122.73,34,120.28,2004-06-15,2004-06-22,2004-06-17,Shipped,5
10259,10,"Trucks and Buses",S18_2432,"1926 Ford Fire Engine",1:18,24.92,60.77,30,59.55,2004-06-15,2004-06-22,2004-06-17,Shipped,5
10259,8,"Classic Cars",S18_3232,"1992 Ferrari 360 Spider red",1:18,77.90,169.34,27,152.41,2004-06-15,2004-06-22,2004-06-17,Shipped,5
10259,13,"Trucks and Buses",S18_4600,"1940s Ford truck",1:18,84.76,121.08,41,107.76,2004-06-15,2004-06-22,2004-06-17,Shipped,5
10259,1,"Classic Cars",S24_1444,"1970 Dodge Coronet",1:24,32.37,57.80,28,46.82,2004-06-15,2004-06-22,2004-06-17,Shipped,5
10259,9,"Trucks and Buses",S24_2300,"1962 Volkswagen Microbus",1:24,61.34,127.79,47,121.40,2004-06-15,2004-06-22,2004-06-17,Shipped,5
10259,5,"Classic Cars",S24_2840,"1958 Chevy Corvette Limited Edition",1:24,15.91,35.36,31,31.47,2004-06-15,2004-06-22,2004-06-17,Shipped,5
10259,11,"Trucks and Buses",S32_1268,"1980’s GM Manhattan Express",1:32,53.93,96.31,45,95.35,2004-06-15,2004-06-22,2004-06-17,Shipped,5
10259,6,"Trucks and Buses",S32_2509,"1954 Greyhound Scenicruiser",1:32,25.98,54.11,40,45.99,2004-06-15,2004-06-22,2004-06-17,Shipped,5
10259,2,"Trucks and Buses",S50_1392,"Diamond T620 Semi-Skirted Tanker",1:50,68.29,115.75,29,105.33,2004-06-15,2004-06-22,2004-06-17,Shipped,5
10261,1,"Classic Cars",S10_4757,"1972 Alfa Romeo GTA",1:10,85.68,136.00,27,116.96,2004-06-17,2004-06-25,2004-06-22,Shipped,3
10261,9,"Vintage Cars",S18_4522,"1904 Buick Runabout",1:18,52.66,87.77,20,80.75,2004-06-17,2004-06-25,2004-06-22,Shipped,3
10261,8,Ships,S24_2011,"18th century schooner",1:24,82.34,122.89,36,105.69,2004-06-17,2004-06-25,2004-06-22,Shipped,3
10261,3,"Vintage Cars",S24_3151,"1912 Ford Model T Delivery Wagon",1:24,46.91,88.51,22,79.66,2004-06-17,2004-06-25,2004-06-22,Shipped,3
10261,4,Ships,S700_1138,"The Schooner Bluenose",1:700,34.00,66.67,34,64.00,2004-06-17,2004-06-25,2004-06-22,Shipped,3
10261,2,Ships,S700_2610,"The USS Constitution Ship",1:700,33.97,72.28,44,58.55,2004-06-17,2004-06-25,2004-06-22,Shipped,3
10261,5,Ships,S700_3505,"The Titanic",1:700,51.09,100.17,25,89.15,2004-06-17,2004-06-25,2004-06-22,Shipped,3
10261,6,Ships,S700_3962,"The Queen Mary",1:700,53.63,99.31,50,88.39,2004-06-17,2004-06-25,2004-06-22,Shipped,3
10261,7,Ships,S72_3212,"Pont Yacht",1:72,33.30,54.60,29,43.68,2004-06-17,2004-06-25,2004-06-22,Shipped,3
10263,2,Motorcycles,S10_1678,"1969 Harley Davidson Ultimate Chopper",1:10,48.81,95.70,34,89.00,2004-06-28,2004-07-04,2004-07-02,Shipped,2
10263,5,Motorcycles,S10_2016,"1996 Moto Guzzi 1100i",1:10,68.99,118.94,40,107.05,2004-06-28,2004-07-04,2004-07-02,Shipped,2
10263,4,Motorcycles,S10_4698,"2003 Harley-Davidson Eagle Drag Bike",1:10,91.02,193.66,41,193.66,2004-06-28,2004-07-04,2004-07-02,Shipped,2
10263,1,Motorcycles,S12_2823,"2002 Suzuki XREO",1:12,66.27,150.62,48,123.51,2004-06-28,2004-07-04,2004-07-02,Shipped,2
10263,10,Planes,S18_2581,"P-51-D Mustang",1:72,49.00,84.48,33,67.58,2004-06-28,2004-07-04,2004-07-02,Shipped,2
10263,6,Motorcycles,S18_2625,"1936 Harley Davidson El Knucklehead",1:18,24.23,60.57,34,50.27,2004-06-28,2004-07-04,2004-07-02,Shipped,2
10263,3,Motorcycles,S24_1578,"1997 BMW R 1100 S",1:24,60.86,112.70,42,109.32,2004-06-28,2004-07-04,2004-07-02,Shipped,2
10263,7,Motorcycles,S24_2000,"1960 BSA Gold Star DBD34",1:24,37.32,76.17,37,67.03,2004-06-28,2004-07-04,2004-07-02,Shipped,2
10263,11,Planes,S24_4278,"1900s Vintage Tri-Plane",1:24,36.23,72.45,24,59.41,2004-06-28,2004-07-04,2004-07-02,Shipped,2
10263,8,Motorcycles,S32_1374,"1997 BMW F650 ST",1:32,66.92,99.89,31,93.90,2004-06-28,2004-07-04,2004-07-02,Shipped,2
10263,9,Planes,S700_2834,"ATA: B757-300",1:700,59.33,118.65,47,117.46,2004-06-28,2004-07-04,2004-07-02,Shipped,2
10264,3,Motorcycles,S18_3782,"1957 Vespa GS150",1:18,32.95,62.17,48,58.44,2004-06-30,2004-07-06,2004-07-01,Shipped,5
10264,2,"Classic Cars",S18_4721,"1957 Corvette Convertible",1:18,69.93,148.80,20,124.99,2004-06-30,2004-07-06,2004-07-01,Shipped,5
